   7.6205600e+05   4.2473190e+06  -7.7560000e-03   3.4220433e-03  -1.7398487e-03
   7.6525600e+05   4.2252390e+06  -1.3642600e-01  -1.4041269e-01   1.3047680e-02
   7.6653600e+05   4.2233190e+06  -2.2342100e-01  -2.2454765e-01   1.0389077e-02
   7.6653600e+05   4.2223590e+06  -2.1148200e-01  -2.0001217e-01  -2.2563312e-03
   7.6653600e+05   4.2220390e+06  -2.0292500e-01  -1.9055531e-01  -3.1725045e-03
   7.6685600e+05   4.2233190e+06  -2.4304500e-01  -2.4817939e-01   1.4471649e-02
   7.6717600e+05   4.2233190e+06  -2.6691300e-01  -2.7284045e-01   1.5339530e-02
   7.6717600e+05   4.2229990e+06  -2.6837700e-01  -2.6324764e-01   4.2664153e-03
   7.6717600e+05   4.2226790e+06  -2.5927400e-01  -2.5286395e-01   2.9694118e-03
   7.6717600e+05   4.2223590e+06  -2.4788100e-01  -2.4184877e-01   3.3309201e-03
   7.6717600e+05   4.2220390e+06  -2.3789900e-01  -2.3035207e-01   1.7999113e-03
   7.6717600e+05   4.2217190e+06  -2.2465300e-01  -2.1851081e-01   3.1883372e-03
   7.6717600e+05   4.2201190e+06  -1.6518400e-01  -1.5822533e-01   2.2903084e-03
   7.6717600e+05   4.2178790e+06  -7.7926000e-02  -8.5718823e-02   1.6927620e-02
   7.6749600e+05   4.2226790e+06  -2.8027700e-01  -2.7609696e-01   5.2742503e-03
   7.6749600e+05   4.2223590e+06  -2.6775100e-01  -2.6401370e-01   5.7006767e-03
   7.6749600e+05   4.2220390e+06  -2.5669000e-01  -2.5148543e-01   4.2170975e-03
   7.6749600e+05   4.2217190e+06  -2.4426000e-01  -2.3863724e-01   3.7825898e-03
   7.6749600e+05   4.2210790e+06  -2.2200700e-01  -2.1244741e-01  -1.8685735e-04
   7.6749600e+05   4.2207590e+06  -2.0649800e-01  -1.9931858e-01   2.1770036e-03
   7.6749600e+05   4.2204390e+06  -1.9248400e-01  -1.8629882e-01   3.1549343e-03
   7.6781600e+05   4.2233190e+06  -3.2172600e-01  -3.2457407e-01   1.2409806e-02
   7.6781600e+05   4.2229990e+06  -3.1493700e-01  -3.1261505e-01   7.2234738e-03
   7.6781600e+05   4.2226790e+06  -3.0509400e-01  -2.9999809e-01   4.4331994e-03
   7.6781600e+05   4.2223590e+06  -2.9234500e-01  -2.8685472e-01   4.0225205e-03
   7.6781600e+05   4.2220390e+06  -2.8001200e-01  -2.7330479e-01   2.7892801e-03
   7.6781600e+05   4.2217190e+06  -2.6554800e-01  -2.5946035e-01   3.3925324e-03
   7.6781600e+05   4.2213990e+06  -2.5047500e-01  -2.4543376e-01   4.4226248e-03
   7.6781600e+05   4.2210790e+06  -2.3893000e-01  -2.3132533e-01   1.8428850e-03
   7.6781600e+05   4.2207590e+06  -2.2356000e-01  -2.1723368e-01   3.1049249e-03
   7.6781600e+05   4.2204390e+06  -2.0801000e-01  -2.0325019e-01   4.6551278e-03
   7.6781600e+05   4.2201190e+06  -1.9230000e-01  -1.8945907e-01   6.5576910e-03
   7.6813600e+05   4.2239590e+06  -3.5381500e-01  -3.7530526e-01   3.1159438e-02
   7.6813600e+05   4.2236390e+06  -3.5107700e-01  -3.6372283e-01   2.2298702e-02
   7.6813600e+05   4.2233190e+06  -3.5068300e-01  -3.5128783e-01   1.0241392e-02
   7.6813600e+05   4.2229990e+06  -3.4303200e-01  -3.3814904e-01   4.7372928e-03
   7.6813600e+05   4.2226790e+06  -3.3128600e-01  -3.2442840e-01   2.7463415e-03
   7.6813600e+05   4.2223590e+06  -3.1716800e-01  -3.1024361e-01   2.6632355e-03
   7.6813600e+05   4.2220390e+06  -3.0143800e-01  -2.9569527e-01   3.8285840e-03
   7.6813600e+05   4.2217190e+06  -2.8857200e-01  -2.8088278e-01   1.8657816e-03
   7.6813600e+05   4.2213990e+06  -2.7374100e-01  -2.6590225e-01   1.6999447e-03
   7.6813600e+05   4.2210790e+06  -2.6064000e-01  -2.5084533e-01  -2.7229092e-04
   7.6813600e+05   4.2207590e+06  -2.4356800e-01  -2.3580743e-01   1.7455037e-03
   7.6813600e+05   4.2204390e+06  -2.2379800e-01  -2.2087384e-01   6.5656055e-03
   7.6813600e+05   4.2201190e+06  -2.0718300e-01  -2.0612821e-01   8.4186591e-03
   7.6813600e+05   4.2185190e+06  -1.3470300e-01  -1.3776706e-01   1.2455959e-02
